"","ID","Name","Type","rConc","Name.1","Type.1","Value","Quality","Call","Threshold","In.Range","Out.Range","Peak.Ratio","X","X.1","Comments","PanelNumber","PlateName"
"100","S01-A04","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CSF2RB","Test",14.1589058487283,0,"Flag",0.021487681662316,999,84.2756685373957,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"101","S01-A05","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FGFR3","Test",15.249425223232,0,"Flag",0.021487681662316,999,85.4350117492963,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"102","S01-A06","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"H2-DMA","Test",16.1809213353403,0,"Flag",0.021487681662316,999,85.5936708635087,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"103","S01-A07","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IGF2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"104","S01-A08","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"KDR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"105","S01-A09","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"MMP9","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"106","S01-A10","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PPY","Test",23.099266685039,0,"Flag",0.021487681662316,999,83.6699972574357,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"107","S01-A11","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TEK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"108","S01-A12","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TNC","Test",15.5068532407683,1,"Pass",0.021487681662316,84.1256238441444,66.1344361608143,0.858805166448703,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"109","S01-A13","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ACVR1","Test",15.9946468065443,1,"Pass",0.021487681662316,79.3039496909258,65.6182622740844,0.923610014115702,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"110","S01-A14","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD3E","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"111","S01-A15","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CLEC7A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"112","S01-A16","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CXCL13","Test",14.3919672984932,1,"Pass",0.021487681662316,80.933963182215,66.4327915345498,0.858688067182113,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"113","S01-A17","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FGR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"114","S01-A18","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"HIF1A","Test",15.1924382392241,1,"Pass",0.021487681662316,75.6286949550542,65.7269116186055,0.936894367434503,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"115","S01-A19","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IL1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"116","S01-A20","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"KLF5","Test",14.239755440408,1,"Pass",0.021487681662316,77.7921911736432,65.7976678849596,0.939006447692347,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"117","S01-A21","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"NFATC1","Test",17.7710151188603,1,"Pass",0.021487681662316,80.8910751888912,65.3926896741882,0.922733073375929,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"118","S01-A22","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PTGS2","Test",16.4400725547129,0,"Flag",0.021487681662316,999,81.5752593682775,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"119","S01-A23","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TGFB1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"120","S01-A24","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TNFSF11","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"121","S01-A25","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ANGPT1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"122","S01-A26","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"123","S01-A27","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"COL11A1","Test",26.2229241566722,0,"Flag",0.021487681662316,999,66.6258851353043,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"124","S01-A28","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"DES","Test",15.6265796210912,0,"Flag",0.021487681662316,999,83.7470943772693,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"125","S01-A29","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FLT4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"126","S01-A30","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IAPP","Test",9.68862826296503,1,"Pass",0.021487681662316,84.0560416172572,65.6941438101607,0.932042790024656,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"127","S01-A31","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IL1B","Test",23.3173317388391,0,"Flag",0.021487681662316,999,83.2038888840295,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"128","S01-A32","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"LCK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"129","S01-A33","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"NLRP3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"130","S01-A34","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PTK2","Test",17.1340997983164,1,"Pass",0.021487681662316,80.1434855709389,65.7779420001721,0.931454994346448,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"131","S01-A35","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TIMP1","Test",17.9712461453238,0,"Flag",0.021487681662316,999,84.8236674783826,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"132","S01-A36","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"VCAM1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"133","S01-A37","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ANPEP","Test",17.1125933701782,1,"Pass",0.021487681662316,78.2810954221072,85.6559936479334,0.821547700926925,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"134","S01-A38","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD44","Test",17.8527007364618,1,"Pass",0.021487681662316,78.7952896432757,65.6740723509,0.927880938183599,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"135","S01-A39","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"COL1A1","Test",17.5441490276146,1,"Pass",0.021487681662316,83.3559339961125,66.8325451049408,0.857396855921591,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"136","S01-A40","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"EGFR","Test",17.1508626315655,1,"Pass",0.021487681662316,78.2328143628399,65.8132769177633,0.936070611038338,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"137","S01-A41","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"GCG","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"138","S01-A42","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ICAM1","Test",18.8947187455971,0,"Flag",0.021487681662316,999,84.945471806916,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"139","S01-A43","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IL34","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"140","S01-A44","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"LEPR","Test",24.6979223380021,0,"Flag",0.021487681662316,999,73.8217204642567,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"141","S01-A45","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PDGFA","Test",15.9526081838696,1,"Pass",0.021487681662316,83.8693236955525,65.831245209051,0.910161112753334,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"142","S01-A46","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"RSPO1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"143","S01-A47","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TIMP2","Test",16.6009973204184,0,"Flag",0.021487681662316,999,82.0972920093141,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"144","S01-A48","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"VEGFA","Test",13.1609875171194,1,"Pass",0.021487681662316,78.6136992942684,65.6293804135988,0.930316981818359,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"145","S01-A54","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ICAM2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"146","S01-A53","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"GFAP","Test",25.0256914581607,0,"Flag",0.021487681662316,999,86.1136117569468,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"147","S01-A52","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ADGRE1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"148","S01-A51","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"COL1A2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"149","S01-A50","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD74","Test",16.1251060573572,0,"Flag",0.021487681662316,999,84.4516710097751,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"150","S01-A49","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"BMP5","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"151","S01-A60","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"VEGFB","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"152","S01-A59","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TLR3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"153","S01-A58","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"SELE","Test",20.3558692448091,0,"Flag",0.021487681662316,78.1178144369413,66.5927840721372,0.481287639704668,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"154","S01-A57","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PDGFB","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"155","S01-A56","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"LY75","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"156","S01-A55","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"INS1","Test",12.3793546385323,1,"Pass",0.021487681662316,81.3022788882413,65.7954038320824,0.918970548031529,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"157","S01-A66","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ICOSL","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"158","S01-A65","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"GHRL","Test",16.4847836570253,1,"Pass",0.021487681662316,80.3126196327591,65.6514744255852,0.924533688090456,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"159","S01-A64","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FAP","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"160","S01-A63","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CSF1","Test",15.0845586063694,1,"Pass",0.021487681662316,79.7013828072468,65.6481152012808,0.928634522861119,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"161","S01-A62","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD80","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"162","S01-A61","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"BMP7","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"163","S01-A72","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"WNT2B","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"164","S01-A71","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TLR4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"165","S01-A70","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"SFRP1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"166","S01-A69","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PDGFRB","Test",23.8548265616788,0,"Flag",0.021487681662316,999,74.7909936723523,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"167","S01-A68","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"MMP1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"168","S01-A67","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"INS2","Test",2.5,0.166666666666667,"Flag",0.021487681662316,85.7364421299846,65.6972082836964,0.925257889670546,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"169","S01-A78","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IFNG","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"170","S01-A77","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"GM13889","Test",16.3965482510888,1,"Pass",0.021487681662316,82.3155571148467,65.8258448315773,0.912480034234823,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"171","S01-A76","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FCGR1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"172","S01-A75","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CSF1R","Test",16.0605007367057,0,"Flag",0.021487681662316,999,82.9975275238608,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"173","S01-A74","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD83","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"174","S01-A73","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD14","Test",15.7582485286505,1,"Pass",0.021487681662316,82.0708314274079,65.6779233084761,0.900493532199182,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"175","S01-A84","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"WNT4","Test",16.2841535513413,0,"Flag",0.021487681662316,999,83.3507676823535,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"176","S01-A83","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TLR7","Test",18.9143208276313,0,"Flag",0.021487681662316,80.2184877982367,66.6486588574926,0.753633842021799,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"177","S01-A82","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"SPP1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"178","S01-A81","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PDPN","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"179","S01-A80","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"MMP2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"180","S01-A79","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ITGAX","Test",16.5161285764611,0,"Flag",0.021487681662316,999,82.9686621263967,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"181","S01-A90","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"IGF1","Test",20.5392278487535,0,"Flag",0.021487681662316,999,75.0683919828409,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"182","S01-A89","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"H2-AA","Test",15.4783092101917,1,"Pass",0.021487681662316,82.5583499288841,66.1087318025052,0.879592786836195,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"183","S01-A88","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"FGFR1","Test",15.8652656753203,0,"Flag",0.021487681662316,999,86.5686196363849,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"184","S01-A87","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CSF2RA","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"185","S01-A86","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD86","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"186","S01-A85","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"CD24A","Test",16.389623658428,1,"Pass",0.021487681662316,88.1860572467285,65.6924416056773,0.916289073174854,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"187","S01-A96","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ZAP70","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"188","S01-A95","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"TLR9","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"189","S01-A94","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"SST","Test",15.3614680219408,0,"Flag",0.021487681662316,999,83.0991766193303,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"190","S01-A93","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"PECAM1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"191","S01-A92","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"MMP3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"192","S01-A91","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1","Unknown",1,"ITGB1","Test",15.9564283874238,1,"Pass",0.021487681662316,81.1721022843098,65.8160456227479,0.956833316684553,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"193","S10-A01","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_10_IS_doublet_none_A10","Unknown",1,"BCL6","Test",999,0,"Flag",0.023073164,999,999,0,NA,"BCL6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"194","S10-A02","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_10_IS_doublet_none_A10","Unknown",1,"CD4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"195","S10-A03","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_10_IS_doublet_none_A10","Unknown",1,"GATA4","Test",28.97665308,0,"Flag",0.023073164,82.83244023,999,1,NA,"GATA4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"196","S10-A04","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_10_IS_doublet_none_A10","Unknown",1,"IL17A","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL17A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"197","S10-A05","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_10_IS_doublet_none_A10","Unknown",1,"IL4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
